Name	logFC	logCPM	PValue	FDR		Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
c215572_g1_i1	4.897921431	6.010463709	1.10E-05	0.000486167	[BLASTED]	c215572_g1_i1	OHE96927.1hypothetical protein CORC01_07712	2022	1	8.0E-47	47.37								
c244567_g5_i1	1.745860729	10.03698036	1.47E-05	0.000630983
c240686_g1_i2	1.347289347	6.667259453	1.49E-05	0.000634883	[BLASTED]	c240686_g1_i2	SLM35954.1hypothetical protein LPUS_00476	2598	1	7.6E-66	52.99								
c243555_g1_i4	1.378103631	6.038257498	1.50E-05	0.000635684	[BLASTED]	c243555_g1_i4	OCL12991.1kinase-like protein	3723	1	2.7E-148	54.66								
c236474_g2_i2	2.33198308	9.650427251	1.56E-05	0.000640613	[BLASTED, MAPPED]	c236474_g2_i2	SLM33917.1Zn(2)-C6 fungal-type DNA-binding domain	4764	1	3.7E-159	55.23	6	P:GO:0006355; P:GO:0006357; F:GO:0000981; F:GO:0003677; F:GO:0008270; C:GO:0005634	P:regulation of transcription, DNA-templated; P:regulation of transcription by RNA polymerase II; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:DNA binding; F:zinc ion binding; C:nucleus					
c242898_g1_i1	2.36497895	5.238698192	1.54E-05	0.000640613
c237262_g1_i3	1.128569433	7.871551644	1.69E-05	0.000673598	[BLASTED, MAPPED]	c237262_g1_i3	SLM33709.1GNAT domain	2259	1	5.1E-42	69.36	1	F:GO:0008080	F:N-acetyltransferase activity					
c221932_g1_i1	1.341624808	7.817034784	1.70E-05	0.000673598
c240513_g1_i1	1.530810154	7.964858291	1.68E-05	0.000673598	[BLASTED, MAPPED]	c240513_g1_i1	OJJ51707.1hypothetical protein ASPZODRAFT_127828	4152	1	1.2E-16	65.66	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
c223651_g1_i3	10.58585732	2.902012742	1.68E-05	0.000673598	[BLASTED]	c223651_g1_i3	SLM34488.1hypothetical protein LPUS_03261	2588	1	6.9E-43	59.5								
c245661_g2_i5	1.360795934	8.454895267	1.76E-05	0.000691593	[BLASTED]	c245661_g2_i5	CZR69096.1uncharacterized protein PAC_18997	8122	1	1.9E-107	63.77								
c240771_g1_i6	1.87995959	5.584751007	1.82E-05	0.000710168	[BLASTED]	c240771_g1_i6	OCL11145.1cytochrome P450	2233	1	4.1E-100	62.2								
c242271_g2_i4	1.364697335	6.975949575	2.58E-05	0.000974314	[BLASTED, MAPPED, ANNOTATED]	c242271_g2_i4	KLU90970.1hypothetical protein MAPG_09495	1326	1	7.6E-10	79.59	1	F:GO:0005525	F:GTP binding					
c241526_g1_i1	1.995671485	5.777887577	2.72E-05	0.00101321	[NO-BLAST]	c241526_g1_i1	---NA---	744											
c245250_g1_i5	0.968259247	7.207990611	2.83E-05	0.001045854	[BLASTED]	c245250_g1_i5	OCK84626.1NUP-domain-containing protein	7458	1	4.4E-106	64.54								
c236241_g1_i4	1.456836005	6.562737709	3.87E-05	0.001403642	[BLASTED]	c236241_g1_i4	OCK95588.1carbohydrate-binding module family 18	2880	1	6.0E-181	75.84								
c241521_g1_i3	2.013100992	5.792476534	4.14E-05	0.001481127	[BLASTED, MAPPED]	c241521_g1_i3	GAM43264.1integral membrane protein	2194	1	8.9E-38	53.0	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
c244246_g1_i8	1.504343043	8.01926794	4.26E-05	0.001499983	[BLASTED, MAPPED, ANNOTATED]	c244246_g1_i8	SLM34804.1homoserine o-acetyltransferase	5456	1	2.4E-216	79.55	2	P:GO:0009058; F:GO:0016747	P:biosynthetic process; F:transferase activity, transferring acyl groups other than amino-acyl groups					
c240677_g1_i3	3.10102099	4.268342907	4.27E-05	0.001499983	[BLASTED, MAPPED]	c240677_g1_i3	SLM40820.1Zn(2)-C6 fungal-type DNA-binding domain	3363	1	1.7E-171	65.92	6	P:GO:0006355; P:GO:0006357; F:GO:0000981; F:GO:0003677; F:GO:0008270; C:GO:0005634	P:regulation of transcription, DNA-templated; P:regulation of transcription by RNA polymerase II; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:DNA binding; F:zinc ion binding; C:nucleus					
c213861_g1_i1	9.038550421	3.179434208	4.77E-05	0.001640101	[BLASTED, MAPPED]	c213861_g1_i1	ORX67140.1glycoside hydrolase	1688	1	4.8E-69	62.94	5	P:GO:0005975; P:GO:0008152; F:GO:0004553; F:GO:0016787; F:GO:0016798	P:carbohydrate metabolic process; P:metabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:hydrolase activity; F:hydrolase activity, acting on glycosyl bonds					
c241820_g2_i1	1.302707448	11.48392206	5.62E-05	0.001888055	[BLASTED, MAPPED]	c241820_g2_i1	SLM34021.1Immunoglobulin E-set	2042	1	1.6E-79	73.72	1	F:GO:2001070	F:starch binding					
c242260_g1_i2	1.794645849	5.472547545	5.72E-05	0.001888055
c215989_g1_i1	1.934583462	6.303320452	5.68E-05	0.001888055	[BLASTED, MAPPED]	c215989_g1_i1	ANM86421.1putative transcription factor	2607	1	8.7E-86	60.37	7	P:GO:0006355; P:GO:0006357; P:GO:0045122; F:GO:0000981; F:GO:0003677; F:GO:0008270; C:GO:0005634	P:regulation of transcription, DNA-templated; P:regulation of transcription by RNA polymerase II; P:aflatoxin biosynthetic process; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:DNA binding; F:zinc ion binding; C:nucleus					
c245803_g1_i3	2.043829529	5.52436772	5.70E-05	0.001888055	[BLASTED, MAPPED]	c245803_g1_i3	ANM86702.1putative dimethylallyl tryptophan synthase	5641	1	7.8E-116	69.06	3	P:GO:0009820; F:GO:0016740; F:GO:0016765	P:alkaloid metabolic process; F:transferase activity; F:transferase activity, transferring alkyl or aryl (other than methyl) groups					
c241492_g2_i2	1.458576145	7.413758977	0.000109127	0.003400731
c233998_g1_i2	1.083742974	8.512548549	0.000113523	0.003517936	[BLASTED]	c233998_g1_i2	OCK75213.1MFS general substrate transporter	3458	1	1.5E-197	83.53								
c233789_g1_i1	1.046214971	7.31436162	0.000119975	0.003626256	[BLASTED, MAPPED]	c233789_g1_i1	SLM38880.1Sodium/calcium exchanger membrane region	3875	1	3.3E-299	65.77	3	P:GO:0055085; C:GO:0016020; C:GO:0016021	P:transmembrane transport; C:membrane; C:integral component of membrane					
c239866_g1_i2	1.318609645	6.107705704	0.000120613	0.003626256
c241870_g1_i3	2.269623221	6.620688852	0.000120941	0.003626256
c237536_g1_i1	3.066403645	4.256496482	0.000120315	0.003626256	[BLASTED]	c237536_g1_i1	OCK82011.1Shwachman-Bodian-diamond syndrome protein	405	1	1.0E-78	78.02								
c242395_g1_i2	1.217781302	6.520444685	0.00012711	0.003770464	[BLASTED, MAPPED]	c242395_g1_i2	OMP87102.1putative aminoacrylate hydrolase RutD	2016	1	7.5E-53	66.67	1	F:GO:0016787	F:hydrolase activity					
c242293_g1_i6	1.196156315	7.205726335	0.000131515	0.003841342	[BLASTED, MAPPED, ANNOTATED]	c242293_g1_i6	SLM39616.1extracellular glucoamylase protein	2818	1	3.5E-181	62.37	2	P:GO:0008152; F:GO:0003824	P:metabolic process; F:catalytic activity					
c243434_g2_i2	4.277074633	4.084143133	0.000147275	0.004210988	[BLASTED]	c243434_g2_i2	EXX62396.1hypothetical protein RirG_162170	1833	1	1.5E-52	52.18								
c241263_g2_i2	1.490208573	8.009884873	0.000161006	0.004533499	[BLASTED]	c241263_g2_i2	OCL08273.1hypothetical protein AOQ84DRAFT_44149	3971	1	1.3E-196	60.58								
c217475_g1_i1	7.249149224	2.654705291	0.000165598	0.004639251
c240172_g1_i2	2.202695217	6.282413869	0.000168875	0.004707282	[BLASTED, MAPPED, ANNOTATED]	c240172_g1_i2	SLM40598.1Mpp10 protein	4253	1	8.3E-137	64.86	1	C:GO:0005634	C:nucleus					
c244072_g2_i8	0.986446009	6.41736182	0.000175945	0.004879837	[BLASTED, MAPPED]	c244072_g2_i8	CRG88715.1hypothetical protein PISL3812_05749	5190	1	3.4E-73	69.38	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
c245176_g2_i2	0.969268219	7.562381997	0.000190875	0.005208938	[BLASTED, MAPPED, ANNOTATED]	c245176_g2_i2	SLM41458.1a-pheromone processing metallopeptidase ste23	7216	1	0.0	83.02	2	F:GO:0003824; F:GO:0046872	F:catalytic activity; F:metal ion binding					
c241424_g1_i1	2.602197848	5.177074987	0.000189329	0.005208938	[BLASTED, MAPPED, ANNOTATED]	c241424_g1_i1	SLM33869.1mitochondrial cytochrome b2	2437	1	7.2E-195	87.47	4	P:GO:0055114; F:GO:0016491; F:GO:0020037; F:GO:0046872	P:oxidation-reduction process; F:oxidoreductase activity; F:heme binding; F:metal ion binding					
c241156_g1_i1	1.46293048	8.226322797	0.000203958	0.005518795
c244971_g3_i3	1.783519191	7.941005854	0.000212646	0.005725949	[BLASTED]	c244971_g3_i3	OCL08751.1adenylate kinase 1	2130	1	1.9E-116	85.87								
c241170_g1_i1	1.277763009	6.960818867	0.000215186	0.00576637	[BLASTED]	c241170_g1_i1	SLM36416.1arrestin (or s-antigen) n-terminal domain protein	2045	1	4.2E-104	65.03								
c244698_g1_i3	6.236912235	3.466858277	0.000226311	0.00600644	[BLASTED, MAPPED]	c244698_g1_i3	SLM33756.1transposon tf2-1 polyprotein	2273	1	3.2E-193	65.33	3	P:GO:0015074; F:GO:0003676; C:GO:0005634	P:DNA integration; F:nucleic acid binding; C:nucleus					
c235599_g1_i1	1.092693144	7.686679171	0.000240203	0.006313886	[BLASTED]	c235599_g1_i1	KUL88918.1hypothetical protein ZTR_03608	2360	1	1.3E-155	64.99								
c245319_g1_i2	1.051654042	8.179854127	0.000260927	0.006731913	[BLASTED, MAPPED, ANNOTATED]	c245319_g1_i2	SLM37908.1abc transporter	9683	1	0.0	73.38	2	F:GO:0000166; C:GO:0016020	F:nucleotide binding; C:membrane					
c240740_g1_i8	1.105729206	6.743710902	0.000270025	0.006934402
c238451_g1_i1	1.377085473	6.545346894	0.000278024	0.007041993	[BLASTED, MAPPED, ANNOTATED]	c238451_g1_i1	SLM36958.1u1 snrnp splicing complex subunit	3369	1	1.2E-66	90.04	3	P:GO:0006376; F:GO:0003729; C:GO:0005685	P:mRNA splice site selection; F:mRNA binding; C:U1 snRNP					
c232209_g1_i3	1.419520294	9.408264738	0.000276499	0.007041993	[BLASTED, MAPPED]	c232209_g1_i3	SLM40796.15-formyltetrahydrofolate cyclo-ligase-like domain	2315	1	4.9E-56	64.75	3	F:GO:0000166; F:GO:0005524; F:GO:0016874	F:nucleotide binding; F:ATP binding; F:ligase activity					
c243281_g1_i1	0.923361288	7.529804857	0.000280229	0.007050692	[BLASTED, MAPPED, ANNOTATED]	c243281_g1_i1	SLM37418.1ste ste11 ssk protein kinase	4143	1	0.0	86.0	5	P:GO:0000186; P:GO:0051403; F:GO:0004709; F:GO:0005524; C:GO:0005737	P:activation of MAPKK activity; P:stress-activated MAPK cascade; F:MAP kinase kinase kinase activity; F:ATP binding; C:cytoplasm	EC:2.7.11.25	Mitogen-activated protein kinase kinase kinase			
c240816_g1_i1	1.39556527	9.298615849	0.00028218	0.007050692	[BLASTED, MAPPED, ANNOTATED]	c240816_g1_i1	SLM34070.1lmbr1 domain-containing protein	5373	1	5.9E-198	81.38	1	C:GO:0016021	C:integral component of membrane					
c242535_g1_i3	2.527605951	3.728899195	0.000292094	0.007233242	[BLASTED, MAPPED]	c242535_g1_i3	GAO46263.1hypothetical protein G7K_0497-t1	2310	1	1.2E-8	52.73	1	F:GO:0008289	F:lipid binding					
c245425_g1_i1	1.757146741	7.04899028	0.000298588	0.007328625	[BLASTED, MAPPED, ANNOTATED]	c245425_g1_i1	SLM35406.1glutamyl-trna synthetase	6783	1	2.6E-73	86.08	1	F:GO:0004812	F:aminoacyl-tRNA ligase activity					
c243785_g1_i1	1.394491315	7.382903109	0.00032226	0.007772063	[BLASTED, MAPPED, ANNOTATED]	c243785_g1_i1	SLM40981.1thermoresistant gluconokinase family protein	2822	1	9.4E-86	83.56	4	P:GO:0016310; P:GO:0046177; F:GO:0005524; F:GO:0046316	P:phosphorylation; P:D-gluconate catabolic process; F:ATP binding; F:gluconokinase activity	EC:2.7.1.12	Gluconokinase			
c245328_g1_i1	1.030555773	6.546497347	0.000326326	0.007836072	[BLASTED]	c245328_g1_i1	SLM39798.1hypothetical protein LPUS_10414	6993	1	1.4E-49	46.08								
c242806_g1_i1	1.0004989	8.394966605	0.000346324	0.008244895
c241954_g1_i4	1.973241076	6.295135773	0.000348155	0.008253071	[BLASTED, MAPPED]	c241954_g1_i4	SLM34626.1o-methyltransferase	4078	1	2.4E-66	53.83	4	P:GO:0032259; F:GO:0008168; F:GO:0008171; F:GO:0016740	P:methylation; F:methyltransferase activity; F:O-methyltransferase activity; F:transferase activity					
c245019_g2_i1	0.969410675	7.678776365	0.000356198	0.008373543	[NO-BLAST]	c245019_g2_i1	---NA---	417											
c243266_g1_i1	0.926269646	7.665929803	0.000389419	0.009076089	[BLASTED, MAPPED, ANNOTATED]	c243266_g1_i1	SLM34003.1phosphatidylethanolamine n-methyltransferase	4522	1	0.0	85.04	6	P:GO:0006656; P:GO:0032259; F:GO:0004608; C:GO:0005783; C:GO:0005789; C:GO:0016021	P:phosphatidylcholine biosynthetic process; P:methylation; F:phosphatidylethanolamine N-methyltransferase activity; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:integral component of membrane	EC:2.1.1.17	Phosphatidylethanolamine N-methyltransferase			
c237727_g1_i1	0.998277916	8.158212406	0.00039403	0.009126389	[BLASTED, MAPPED]	c237727_g1_i1	SLM41203.1RNA recognition motif domain	3347	1	7.3E-176	65.3	2	F:GO:0003676; F:GO:0003723	F:nucleic acid binding; F:RNA binding					
c244591_g1_i2	1.340357858	7.056580617	0.000394868	0.009126389	[BLASTED, MAPPED, ANNOTATED]	c244591_g1_i2	KEQ60899.1MFS general substrate transporter	5787	1	1.6E-225	83.02	2	P:GO:0055085; C:GO:0016021	P:transmembrane transport; C:integral component of membrane					
c245642_g1_i6	1.329246667	5.568854606	0.000408995	0.009413662	[BLASTED, MAPPED]	c245642_g1_i6	OWP00605.1hypothetical protein B2J93_6042	5121	1	4.4E-134	59.54	2	P:GO:0055114; F:GO:0016491	P:oxidation-reduction process; F:oxidoreductase activity					
c240680_g1_i1	2.798575625	10.94578998	0.000417151	0.009522371	[BLASTED, MAPPED]	c240680_g1_i1	EKG15146.1Tyrosinase	1170	1	5.4E-80	58.29	3	P:GO:0055114; F:GO:0016491; F:GO:0046872	P:oxidation-reduction process; F:oxidoreductase activity; F:metal ion binding					
c244646_g2_i1	0.91324952	6.873697379	0.000469554	0.010544996	[BLASTED, MAPPED, ANNOTATED]	c244646_g2_i1	SLM33528.1SPX, N-terminal	4912	1	0.0	73.46	1	C:GO:0016020	C:membrane					
c245538_g1_i6	0.86151353	7.225537413	0.00048124	0.010677761	[BLASTED, MAPPED, ANNOTATED]	c245538_g1_i6	CRK21153.1hypothetical protein BN1723_012258	8679	1	1.5E-81	78.97	1	C:GO:0016021	C:integral component of membrane					
c233894_g1_i1	2.028294091	6.447967221	0.000515441	0.011345833	[BLASTED]	c233894_g1_i1	SLM40464.1hypothetical protein LPUS_11279	447	1	3.5E-35	68.97								
c242724_g1_i2	0.97823852	8.824033215	0.00053858	0.011808316	[BLASTED, MAPPED, ANNOTATED]	c242724_g1_i2	SLM34230.1c6 finger domain	4499	1	1.5E-290	73.45	2	P:GO:0006355; F:GO:0046872	P:regulation of transcription, DNA-templated; F:metal ion binding					
c242869_g1_i1	0.861896104	6.819053734	0.000554495	0.012109392	[BLASTED, MAPPED, ANNOTATED]	c242869_g1_i1	GAD92789.1NifU-related protein	2809	1	7.6E-104	76.95	1	F:GO:0005488	F:binding					
c242298_g1_i1	1.229206087	8.40638836	0.000576202	0.012534086	[BLASTED, MAPPED, ANNOTATED]	c242298_g1_i1	SLM40011.1Nucleotide-diphospho-sugar transferases	7001	1	1.9E-188	86.05	2	F:GO:0016740; C:GO:0016021	F:transferase activity; C:integral component of membrane					
c243426_g3_i1	2.030317978	5.311935778	0.000588191	0.012744907	[BLASTED]	c243426_g3_i1	KZZ93609.1hypothetical protein AAP_02401	2759	1	6.9E-9	62.07								
c241511_g1_i7	2.515207167	5.178613178	0.000591924	0.012775892	[BLASTED]	c241511_g1_i7	SLM37888.1Chromatin assembly factor 1 subunit A	2272	1	4.7E-67	55.53								
c244026_g1_i2	0.845284359	6.848264539	0.000621546	0.01321848	[BLASTED, MAPPED, ANNOTATED]	c244026_g1_i2	SLM33768.1C2 domain	5134	1	4.5E-280	81.84	4	P:GO:0006869; P:GO:0061817; F:GO:0008289; C:GO:0016021	P:lipid transport; P:endoplasmic reticulum-plasma membrane tethering; F:lipid binding; C:integral component of membrane					
c240342_g1_i1	1.701792017	9.431883172	0.000618448	0.01321848	[BLASTED, MAPPED, ANNOTATED]	c240342_g1_i1	SLM40039.1family sulfate permease	5788	1	0.0	80.36	3	P:GO:1902358; F:GO:0008271; C:GO:0016021	P:sulfate transmembrane transport; F:secondary active sulfate transmembrane transporter activity; C:integral component of membrane					
c242692_g1_i2	1.287339649	5.755794583	0.000630437	0.013296714	[BLASTED, MAPPED, ANNOTATED]	c242692_g1_i2	SLM39495.1Synaptojanin, N-terminal	2932	1	0.0	83.1	1	F:GO:0042578	F:phosphoric ester hydrolase activity					
c233435_g1_i3	2.934580783	3.698241983	0.000630206	0.013296714
c238022_g1_i1	0.981162397	6.227164571	0.000702165	0.014642518	[BLASTED, MAPPED]	c238022_g1_i1	KNZ48033.1hypothetical protein VP01_595g4	2203	1	2.0E-31	45.81	6	P:GO:0006080; P:GO:0008152; F:GO:0004553; F:GO:0016787; F:GO:0016798; F:GO:0016985	P:substituted mannan metabolic process; P:metabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:hydrolase activity; F:hydrolase activity, acting on glycosyl bonds; F:mannan endo-1,4-beta-mannosidase activity					
c240280_g2_i3	1.104174604	10.39589651	0.000710736	0.014710636	[BLASTED]	c240280_g2_i3	OCL06252.1hypothetical protein AOQ84DRAFT_365967	336	1	3.4E-27	68.47								
c218819_g1_i4	2.753628263	3.789628681	0.000738523	0.015116565
c233812_g1_i1	3.370133786	8.327388394	0.000764529	0.015591335
c235459_g1_i1	1.187258123	5.692228144	0.000790232	0.01599788	[BLASTED, MAPPED]	c235459_g1_i1	CZR65798.1uncharacterized protein PAC_15698	4873	1	2.6E-11	58.42	1	F:GO:0003676	F:nucleic acid binding					
c241176_g9_i3	0.963194738	6.797162385	0.000798215	0.016100728	[BLASTED, MAPPED]	c241176_g9_i3	SLM33454.1yt521-b-like splicing factor	5036	1	9.9E-163	59.7	2	F:GO:0003676; F:GO:0003723	F:nucleic acid binding; F:RNA binding					
c235282_g1_i1	1.392097693	8.425395235	0.000829481	0.016670765	[BLASTED]	c235282_g1_i1	SLM33370.1Domain of unknown function DUF2183	1981	1	4.8E-129	72.94								
c242942_g1_i2	1.498283957	6.514471042	0.000856301	0.017147665	[BLASTED, MAPPED, ANNOTATED]	c242942_g1_i2	CED83229.1Golgi SNAP receptor complex member	714	1	3.6E-30	78.1	2	P:GO:0006810; C:GO:0110165	P:transport; C:cellular anatomical entity					
c244094_g1_i4	0.996002782	7.072282678	0.000895989	0.017750189	[BLASTED]	c244094_g1_i4	OCL02753.1hypothetical protein AOQ84DRAFT_348674	7330	1	2.4E-118	78.02								
c244960_g2_i1	1.00155987	7.254786837	0.000893873	0.017750189	[BLASTED, MAPPED]	c244960_g2_i1	KFY16675.1hypothetical protein V492_01166	1406	1	1.0E-85	68.71	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
c241845_g1_i3	1.395680044	5.669199703	0.000921939	0.018199267
c243556_g1_i1	1.010646683	6.174654997	0.000951631	0.018718786
c232053_g1_i1	0.910276432	8.293321099	0.001082207	0.020989524	[BLASTED, MAPPED]	c232053_g1_i1	EWZ00108.1hypothetical protein FOYG_00006	1341	1	2.8E-110	70.47	6	P:GO:0055114; F:GO:0003885; F:GO:0016899; F:GO:0050660; F:GO:0071949; C:GO:0016020	P:oxidation-reduction process; F:D-arabinono-1,4-lactone oxidase activity; F:oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor; F:flavin adenine dinucleotide binding; F:FAD binding; C:membrane					
c244615_g2_i10	0.93608748	6.86305159	0.001119775	0.021642474	[BLASTED, MAPPED]	c244615_g2_i10	SLM36989.1Zinc finger, CCCH-type	5917	1	2.7E-159	63.47	1	F:GO:0046872	F:metal ion binding					
c241345_g1_i1	2.635744142	3.721501919	0.001166777	0.022472617	[BLASTED, MAPPED]	c241345_g1_i1	SLM40947.1Protein of unknown function DUF1712, fungi	3616	1	4.7E-168	62.26	2	P:GO:0016192; C:GO:0035658	P:vesicle-mediated transport; C:Mon1-Ccz1 complex					
c244658_g1_i1	1.685090037	5.779458046	0.001307976	0.024762259	[BLASTED, MAPPED, ANNOTATED]	c244658_g1_i1	SLM33301.1ca2-transporting atpase	4851	1	0.0	80.33	4	P:GO:0070588; F:GO:0005388; F:GO:0005524; C:GO:0016021	P:calcium ion transmembrane transport; F:calcium transmembrane transporter activity, phosphorylative mechanism; F:ATP binding; C:integral component of membrane	EC:7.2.2.10	P-type Ca(2+) transporter			
c227316_g1_i1	1.188251209	9.261700153	0.001363056	0.025604176	[NO-BLAST]	c227316_g1_i1	---NA---	363											
c245405_g1_i2	1.549410409	5.55436862	0.001366295	0.025604176	[BLASTED]	c245405_g1_i2	SLM40210.1hypothetical protein LPUS_10956	2214	1	7.3E-25	46.77								
c240446_g1_i2	1.216307825	5.672658133	0.001402765	0.026199121	[BLASTED, MAPPED]	c240446_g1_i2	SLM35435.1hypothetical protein LPUS_04716	2750	1	1.9E-59	67.8	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
c244155_g1_i2	0.846724768	7.580997767	0.00149672	0.027468889	[BLASTED]	c244155_g1_i2	OCK77321.1hypothetical protein K432DRAFT_358790	7836	1	6.7E-49	51.79								
c243438_g1_i2	1.325186394	5.448297048	0.001500464	0.027468889	[BLASTED, MAPPED, ANNOTATED]	c243438_g1_i2	SLM34405.1hypothetical protein LPUS_03158	4544	1	5.1E-41	98.88	3	P:GO:0006351; F:GO:0003677; F:GO:0003899	P:transcription, DNA-templated; F:DNA binding; F:DNA-directed 5'-3' RNA polymerase activity	EC:2.7.7.6	DNA-directed RNA polymerase			
c238401_g1_i2	0.825607058	7.687509911	0.001515957	0.027661237	[BLASTED]	c238401_g1_i2	SLM36877.1gtpase-activating protein gyp7	900	1	2.3E-102	94.15								
c241215_g1_i1	0.78209136	7.278809299	0.001646058	0.029645085
c242516_g2_i3	1.353370378	7.609692992	0.001657645	0.029757137	[BLASTED]	c242516_g2_i3	SLM40847.1Transcription factor 25	2977	1	3.7E-171	63.96								
c241316_g2_i1	0.958704596	8.823101679	0.001769068	0.031451993	[BLASTED, MAPPED]	c241316_g2_i1	SLM34015.1calcium proton exchanger	3142	1	7.1E-151	64.52	3	P:GO:0055085; C:GO:0016020; C:GO:0016021	P:transmembrane transport; C:membrane; C:integral component of membrane					
c242873_g1_i1	0.88844521	8.273213198	0.001826346	0.032263509	[BLASTED, MAPPED]	c242873_g1_i1	SLM34867.1hypothetical protein LPUS_03831	3654	1	1.6E-74	50.54	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
c238731_g2_i1	3.582484073	2.249205636	0.001872026	0.032861167	[BLASTED, MAPPED, ANNOTATED]	c238731_g2_i1	BAS67023.1cytosolic actin	730	1	4.0E-97	82.64	3	F:GO:0005524; C:GO:0005737; C:GO:0005856	F:ATP binding; C:cytoplasm; C:cytoskeleton					
c243730_g1_i1	0.885817033	6.742491948	0.001944179	0.033806782	[BLASTED, MAPPED]	c243730_g1_i1	SLM36072.1hypothetical protein LPUS_05497	3264	1	3.7E-49	65.85	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
c241608_g2_i2	1.743532837	5.852525968	0.001941148	0.033806782
c234647_g1_i1	0.893160243	8.447610191	0.002057511	0.035554561
c231700_g1_i1	1.091209352	6.192447059	0.002070278	0.035664075	[BLASTED]	c231700_g1_i1	OXV12224.1hypothetical protein Egran_00015	2244	1	8.4E-21	53.11								
c238014_g1_i1	0.764004213	8.32833805	0.002125578	0.036348328
c236860_g1_i1	5.08945614	4.413808235	0.002288603	0.038822269	[BLASTED]	c236860_g1_i1	OAQ65574.1polyprotein	1268	1	1.4E-126	75.18								
c241771_g1_i1	1.002860748	8.630778897	0.00232612	0.039338374	[BLASTED, MAPPED, ANNOTATED]	c241771_g1_i1	SLM40271.1mate efflux family protein	4219	1	1.0E-216	77.1	3	P:GO:0006810; F:GO:0022857; C:GO:0016020	P:transport; F:transmembrane transporter activity; C:membrane					
c238923_g1_i2	1.376393063	8.354143998	0.002333578	0.039344557	[BLASTED]	c238923_g1_i2	OCL15295.1MFS general substrate transporter	2326	1	1.0E-191	90.98								
c243169_g1_i2	0.892854757	9.09051756	0.00237584	0.03993571	[BLASTED, MAPPED]	c243169_g1_i2	SLM34406.1c2h2 transcription factor	9085	1	1.3E-59	62.78	1	F:GO:0003676	F:nucleic acid binding					
c241652_g1_i1	1.036747071	10.06683327	0.002538	0.042532593	[BLASTED, MAPPED, ANNOTATED]	c241652_g1_i1	SLM35815.11-acyl-sn-glycerol-3-phosphate acyltransferase gamma	4653	1	5.2E-166	79.43	1	F:GO:0016746	F:transferase activity, transferring acyl groups					
c241388_g1_i5	0.703474563	6.966413572	0.002609137	0.043493188	[BLASTED, MAPPED]	c241388_g1_i5	SLM37744.1Phytanoyl-CoA dioxygenase	7049	1	2.2E-92	61.88	2	P:GO:0055114; F:GO:0051213	P:oxidation-reduction process; F:dioxygenase activity					
c245349_g1_i5	0.783227407	6.903220125	0.002611003	0.043493188	[BLASTED]	c245349_g1_i5	KIV83665.1hypothetical protein PV11_05669	7667	1	5.1E-17	74.7								
c242839_g1_i5	1.220216661	5.997671931	0.002633049	0.043729102
c237541_g1_i1	0.870328676	8.858665284	0.002700746	0.044719523
c238368_g1_i5	1.650157027	5.125944996	0.002799818	0.04622199	[BLASTED, MAPPED]	c238368_g1_i5	OBT54304.1hypothetical protein VE04_05933	3145	1	3.3E-140	61.59	4	P:GO:0015703; F:GO:0015109; C:GO:0016020; C:GO:0016021	P:chromate transport; F:chromate transmembrane transporter activity; C:membrane; C:integral component of membrane					
c232568_g1_i1	0.655795808	7.591511013	0.002863511	0.046993781	[BLASTED, MAPPED, ANNOTATED]	c232568_g1_i1	SLM41149.1glucokinase glk1 protein	1533	1	8.7E-211	82.76	7	P:GO:0001678; P:GO:0006096; P:GO:0046835; F:GO:0004396; F:GO:0005524; F:GO:0005536; C:GO:0005623	P:cellular glucose homeostasis; P:glycolytic process; P:carbohydrate phosphorylation; F:hexokinase activity; F:ATP binding; F:glucose binding; C:cell	EC:2.7.1.1	Hexokinase			
c240497_g3_i1	4.745633413	2.799809539	0.002977716	0.048580557	[BLASTED, MAPPED]	c240497_g3_i1	OXV06193.1hypothetical protein Egran_06039, partial	703	1	3.4E-85	75.65	2	P:GO:0015074; F:GO:0003676	P:DNA integration; F:nucleic acid binding					
